"quest_type","quest_desc"
"1","2014 美国迈阿密环球资源采购展览会"
"1","工商银行-“爱购周末” 携程机票酒店周边游满额立减大优惠"
"1","2014 意大利加答国际鞋展"
"1","2014 美国纽约国际文具、纸制品及礼品展览会"
"1","工商银行-“爱购周末” 首汽约“惠”日 充500得800"
"1","2014 中国广州国际家具生产设备及配料展览会"
"1","工商银行-爱购周末” 携程机票酒店周边游满额立减大优惠"
"1","第三十三届中国（广州）国际家具博览会 - 办公环境展"
"1","第三十三届中国（广州）国际家具博览会 - 民用家具展"
"1","2014 中国（广州）国际家居饰品/用品展览会"
"1","交通银行-ONE NATION PARIS奥特莱斯 最高返15欧元现金券及赠礼"
"1","2014 中国（广州）国际户外家具及休闲用品展览会"
"1","交通银行-法国春天百货尊尚购物礼遇 最高返100欧元"
"1","2014 中国（广州）国际家用纺织品及辅料博览会"
"1","第十五届广州国际水展"
"1","交通银行-卓悦5%刷卡金返还及商户优惠"
"1","2014广州国际工业自动化技术及装备展览会"
"1","2016 德国科隆亚太五金、家居及户外园艺产品博览会"
"1","交通银行-港澳欧舒丹专属礼遇，5%刷卡金返还及商户优惠"
"1","2016 美国芝加哥家庭用品展"
"1","2016 中国国际标签技术展览会"
"1","交通银行-带你“易”起购 ！苏宁新客满额减"
"1","第23届华南国际印刷工业展览会"
"1","工商银行-分分有礼”工银信用卡消费转分期活动"
"1","2016中东（迪拜）国际纸制品、办公用品世界展览会"
"1","工商银行-工银信用卡 爱购新加坡∙金沙"
"1","2016广州国际广告标识及LED展览会"
"1","2016 德国法兰克福春季国际消费品及礼品博览会"
"1","2016 美国拉斯维加斯国际鞋类展览会"
"1","工商银行-刷工银JCB信用卡 享WOAH! JAPAN日本海淘网站10%OFF优惠"
"1","2016 德国法兰克福国际文具及办公用品展览会"
"1","2016 德国法兰克福圣诞礼品展览会"
"1","2016 德国纽伦堡国际玩具展"
"1","交通银行-交通银行信用卡生鲜折扣季 易果满150立减50元"
"1","2016 意大利加答国际鞋展"
"1","交通银行-2017唯您尊享有礼刷卡活动"
"1","2015 土耳其秋季国际家庭用品、礼品、家纺及家用电器展览会"
"1","邮储银行-悦享旅行 境外消费10%赠礼"
"1","第五届中国-东盟（泰国）商品贸易展览会"
"1","兴业银行-电子银行预借现金，上万积分回馈豪礼"
"1","第四届中国品牌商品非洲展"
"1","工商银行-“爱购周末” 711便利店 满20元立减10元"
"1","第三十六届中国（上海）国际家具博览会"
"1","2015 巴西圣保罗国际文具、办公用品及电脑产品展览会"
"1","工商银行-分分有礼”工银信用卡消费转分期活动"
"1","第十七届中国（广州）国际建筑装饰博览会"
"1","工商银行-工银信用卡购星空电讯优酷土豆会员买二赠一活动"
"1","第二十届中国国际建筑贸易博览会（中国建博会（上海））"
"1","2015 美国纽约国际文具、纸制品及礼品展览会"
"1","交通银行-日本大型免税连锁店Laox5%刷卡金+5%折扣"
"1","2017 美国纽约国际文具、纸制品及礼品展览会"
"1","2017 德国科隆国际家具生产、木工及室内装饰展览会"
"1","2017美国国际五金工具展览会"
"1","工商银行-工银万事达信用卡 16天境外WiFi免费拿"
"1","2017巴西国际建材五金及花园工具展览会"
"1","2017年土耳其春季国际家庭用品、礼品及家用电器展览会"
"1","第三十九届中国（广州）国际家具博览会 - 第二期"
"1","兴业银行-折扣好心动，尽在好兴动——积分好礼7折限量抢"
"1","2017 中国建博会（上海）"
"1","第三十九届中国（广州）国际家具博览会 - 第一期"
"1","工商银行-工银信用卡 通过银联云闪付使用Apple Pay"
"1","2017 美国芝加哥家庭用品展"
"1","2017中东（迪拜）国际纸制品、办公用品世界展览会"
"1","工商银行-白金私享家”酒店自助餐“买一赠一”礼遇"
"1","2017 俄罗斯莫斯科国际文具及办公设备展览会"
"1","2017 德国科隆亚太五金、家居及户外园艺产品博览会"
"1","2017 广州国际工业自动化技术及装备展览会"
"1","第24届华南国际印刷工业展览会"
"1","2017 中国国际标签技术展览会"
"1","交通银行-中原电器5%刷卡金返还及商户优惠"
"1","2017 美国拉斯维加斯国际鞋类展览会-成品鞋、鞋材和制鞋工厂采购专区（2月）"
"1","2017 美国拉斯维加斯国际服装及面辅料展"
"1","2017广州国际广告标识及LED展览会"
"1","交通银行-澳门万宁5%刷卡金返还"
"1","2017 德国法兰克福春季国际消费品及礼品博览会"
"1","交通银行-2017年7-12月最红星期五超市、加油活动"
"1","2017 德国纽伦堡国际玩具展"
"1","交通银行-LCX5%刷卡金返还及商户优惠"
"1","2017 德国法兰克福国际文具及办公用品展览会"
"1","2017 德国法兰克福圣诞礼品展览会"
"1","2017 意大利加答国际鞋展（1月）"
"1","工商银行-白金私享家”酒店精品下午茶礼遇"
"1","2017 法兰克福国际家用及商用纺织品展览会"
"1","2016 土耳其秋季国际家庭用品、礼品、家纺及家用电器展览会"
"1","第六届中国-东盟（泰国）商品贸易展览会"
"1","邮储银行-中国邮政储蓄银行2017年“享盈财”黄金定投营销活动公告"
"1","第三十八届中国（上海）国际家具博览会"
"1","2016 德国科隆国际体育、露营和户外家具及花园用品展览会"
"1","2016 美国亚特兰大国际家具配件及木工机械展"
"1","工商银行-好礼分分来”工银信用卡国寿财险分期付款活动"
"1","2016年广州国际汽车用品展览会(中贸雅森广州展)"
"1","第十八届中国（广州）国际建筑装饰博览会"
"1","第五届中国品牌商品非洲展"
"1","交通银行-高岛屋免税店5%刷卡金返还及高达5千日元立减券"
"1","2016美国国际五金工具展览会"
"1","2016巴西国际建材五金及花园工具展览会"
"1","交通银行-2017天涯明月刀信用卡首发 新户赠双重大礼"
"1","2016年土耳其春季国际家庭用品、礼品及家用电器展览会"
"1","工商银行-“爱购周末” 易果生鲜 满200元立减100元"
"1","第三十七届中国（广州）国际家具博览会 - 第二期"
"1","第二十一届中国国际建筑贸易博览会（中国建博会（上海））"
"1","工商银行-刷工银JCB信用卡 享关西国际机场免税店［KIX DUTY FREE］5%OFF优惠"
"1","第三十七届中国（广州）国际家具博览会 - 第一期"
"1","2016 广州国际工业自动化技术及装备展览会"
"1","交通银行-交通银行信用卡惠享爱奇艺 购会员买1送1"
"1","2016 德国科隆国际五金博览会"
"1","工商银行-积分当钱花合作商户名录"
"1","2015 德国科隆国际家具生产、木工及室内装饰展览会"
"1","2015年土耳其春季国际家庭用品、礼品及家用电器展览会"
"1","工商银行-荣尊1893餐厅商务午餐套餐“买一赠一”"
"1","2015年土耳其伊斯坦布尔国际文具及办公用品展览会"
"1","工商银行-Ariana Grande世界巡演中国站演唱会门票预售及预留"
"1","2015 中国广州国际家具生产设备及配料展览会"
"1","第三十五届中国（广州）国际家具博览会 - 第二期"
"1","第三十五届中国（广州）国际家具博览会 - 第一期"
"1","工商银行-工行持卡人专享 都喜天阙年度特惠"
"1","第22届华南国际印刷工业展览会"
"1","2015 中国国际标签技术展览会"
"1","农业银行-刷农行银联信用卡 享COSTA咖啡买一赠一"
"1","2015 广州国际工业自动化技术及装备展览会"
"1","2015 美国芝加哥家庭用品展"
"1","兴业银行-活力日 放肆享"
"1","2015 德国科隆亚太五金、家居及户外园艺产品博览会"
"1","2015 俄罗斯莫斯科国际文具及办公设备展览会"
"1","2015 中东（迪拜）国际纸制品、办公用品世界展览会"
"1","工商银行-“爱购周末” 711便利店 满20元立减10元"
"1","2015广州国际智能广告标识及LED展览会"
"1","2015 美国拉斯维加斯国际鞋类展览会"
"1","2015 美国拉斯维加斯国际服装及面辅料展"
"1","光大银行-9折享和民居酒屋"
"1","2015 德国法兰克福春季国际消费品及礼品博览会"
"1","2015 德国法兰克福国际文具及办公用品展览会"
"1","工商银行-工银万事达信用卡优惠签证"
"1","2015 德国法兰克福圣诞礼品展览会"
"1","2015 德国纽伦堡国际玩具展"
"1","2017 美国纽约国际文具、纸制品及礼品展览会"
"1","2017 德国科隆国际家具生产、木工及室内装饰展览会"
"1","兴业银行-花积分，就兑了——开学季积分换礼，兑一赠一"
"1","2017美国国际五金工具展览会"
"1","农业银行-尊然白金卡6积分抢兑RIMOWA旅行箱"
"1","2017巴西国际建材五金及花园工具展览会"
"1","2017年土耳其春季国际家庭用品、礼品及家用电器展览会"
"1","第三十九届中国（广州）国际家具博览会 - 第二期"
"1","2017 中国建博会（上海）"
"1","工商银行-“爱购周末” 家乐福满150元立减50元"
"1","第三十九届中国（广州）国际家具博览会 - 第一期"
"1","2017 美国芝加哥家庭用品展"
"1","2017中东（迪拜）国际纸制品、办公用品世界展览会"
"1","兴业银行-办双币白金卡，小兴送您100元加油金"
"1","2017 俄罗斯莫斯科国际文具及办公设备展览会"
"1","2017 德国科隆亚太五金、家居及户外园艺产品博览会"
"1","2017 广州国际工业自动化技术及装备展览会"
"1","第24届华南国际印刷工业展览会"
"1","邮储银行-悦享加油立减60元"
"1","2017 中国国际标签技术展览会"
"1","2017 美国拉斯维加斯国际鞋类展览会-成品鞋、鞋材和制鞋工厂采购专区（2月）"
"1","2017 美国拉斯维加斯国际服装及面辅料展"
"1","交通银行-香港时代广场最高享HK$4,200连卡佛礼品卡"
"1","2017广州国际广告标识及LED展览会"
"1","2017 德国法兰克福春季国际消费品及礼品博览会"
"1","邮储银行-邮储万事达信用卡 悦享酒店预订92折起"
"1","2017 德国纽伦堡国际玩具展"
"1","交通银行-申请交通银行Y-POWER信用卡（校园版），刷卡金礼包轻松享"
"1","2015 法兰克福家用纺织品展"
"1","工商银行-兴业万事达卡 享Airbnb爱彼迎订房满额立减250元"
"1","2015 意大利加答国际鞋展"
"1","第四届中国-东盟（泰国）商品贸易展览会"
"1","邮储银行-薅羊毛啦！鼎雅白金卡三重大礼欢乐送"
"1","2014 中国（福州）家具建材装饰品博览会"
"1","2014 印度尼西亚雅加达国际家庭用品及礼品展览会"
"1","2014 南非约翰内斯堡环球资源采购交易会"
"1","邮储银行-SWATCH PAY! 绑邮储信用卡返现100元"
"1","2014 土耳其国际家具配件、林产品和木材工艺展览会"
"1","邮储银行-刷邮储银联信用卡 首汽约车充300送120"
"1","2014 俄罗斯婴童少儿用品及玩具展"
"1","2014 时尚生活汇展 • 伊斯坦布尔"
"1","邮储银行-优选客户办卡消费欢乐送（仅限短信邀约客户）"
"1","2014 俄罗斯国际鞋类、箱包及配件展"
"1","邮储银行-薅羊毛啦！鼎雅白金卡三重大礼欢乐送"
"1","2014 中国（广州）国际家居饰品、家纺布艺展览会"
"1","第三十四届中国（广州）国际家具博览会"
"1","2014 土耳其国际家纺和家居饰品展览会"
"1","交通银行-海口地区1元购特惠季活动"
"1","工商银行-【兴动网购季 剁手必备】绑定支付宝快捷立减18元"
"1","2014 土耳其秋季国际家庭用品、礼品、家纺及家用电器展览会"
"1","2015 俄罗斯家用电器与家庭用品博览会"
"1","2014 德国科隆国际体育、露营和户外家具及花园用品展览会"
"1","第三届中国品牌商品非洲展"
"1","工商银行-孩子王周六满350立减60元"
"1","2014 美国亚特兰大国际家具配件及木工机械展"
"1","2014 美国拉斯维加斯国际服装及面辅料展"
"1","2014 美国拉斯维加斯国际鞋类展览会"
"1","2016 德国科隆亚太五金、家居及户外园艺产品博览会"
"1","兴业银行-月月刷，团刷荣耀"
"1","2016 美国芝加哥家庭用品展"
"1","2016 中国国际标签技术展览会"
"1","第23届华南国际印刷工业展览会"
"1","2016中东（迪拜）国际纸制品、办公用品世界展览会"
"1","兴业银行-兴业告白季 刷卡享立减"
"1","2016广州国际广告标识及LED展览会"
"1","工商银行-来物美、美廉美 全场积分当钱花"
